object_type,object_uri,view_name,explore_name,field_name,construct,translation_class,complexity,reason,lkml_file,line,lookml_commit
dimension,looker:analytics:field:staff_daily_engagement_fact:gws_gmail_sent,staff_daily_engagement_fact,,gws_gmail_sent,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,220,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:gws_is_substantive_day,staff_daily_engagement_fact,,gws_is_substantive_day,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,192,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:gws_login_events,staff_daily_engagement_fact,,gws_login_events,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,251,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:gws_meet_hours,staff_daily_engagement_fact,,gws_meet_hours,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,201,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:harvest_utilisation_pct,staff_daily_engagement_fact,,harvest_utilisation_pct,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,125,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:hours_capacity,staff_daily_engagement_fact,,hours_capacity,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,117,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:hours_effort,staff_daily_engagement_fact,,hours_effort,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,109,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:is_delivery_staff,staff_daily_engagement_fact,,is_delivery_staff,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,42,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:is_leave_day,staff_daily_engagement_fact,,is_leave_day,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,93,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:is_weekend,staff_daily_engagement_fact,,is_weekend,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,86,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:is_working_day,staff_daily_engagement_fact,,is_working_day,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,100,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:okta_logins,staff_daily_engagement_fact,,okta_logins,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,276,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:score_ai_tool_usage,staff_daily_engagement_fact,,score_ai_tool_usage,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,332,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:score_code_output,staff_daily_engagement_fact,,score_code_output,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,316,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:score_communications,staff_daily_engagement_fact,,score_communications,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,324,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:score_corroboration,staff_daily_engagement_fact,,score_corroboration,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,292,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:score_harvest_utilisation,staff_daily_engagement_fact,,score_harvest_utilisation,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,284,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:score_meeting_engagement,staff_daily_engagement_fact,,score_meeting_engagement,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,308,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:score_wire_adoption,staff_daily_engagement_fact,,score_wire_adoption,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,300,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:slack_messages,staff_daily_engagement_fact,,slack_messages,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,258,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:week_commencing,staff_daily_engagement_fact,,week_commencing,dimension:derived,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,61,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:wire_adoption_score,staff_daily_engagement_fact,,wire_adoption_score,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,161,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_daily_engagement_fact:work_span_hrs,staff_daily_engagement_fact,,work_span_hrs,dimension:column,mechanical,Low,,views/staff_daily_engagement_fact.view.lkml,133,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_dim:contact_cost_rate,staff_dim,,contact_cost_rate,dimension:column,mechanical,Low,,views/staff_dim.view.lkml,48,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_dim:contact_default_hourly_rate,staff_dim,,contact_default_hourly_rate,dimension:column,mechanical,Low,,views/staff_dim.view.lkml,43,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_dim:contact_is_active,staff_dim,,contact_is_active,dimension:column,mechanical,Low,,views/staff_dim.view.lkml,53,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_dim:contact_is_contractor,staff_dim,,contact_is_contractor,dimension:column,mechanical,Low,,views/staff_dim.view.lkml,28,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_dim:contact_is_staff,staff_dim,,contact_is_staff,dimension:column,mechanical,Low,,views/staff_dim.view.lkml,33,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_dim:contact_name,staff_dim,,contact_name,dimension:column,mechanical,Low,,views/staff_dim.view.lkml,18,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_dim:contact_pk,staff_dim,,contact_pk,dimension:column,mechanical,Low,,views/staff_dim.view.lkml,13,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_dim:contact_weekly_capacity,staff_dim,,contact_weekly_capacity,dimension:derived,mechanical,Low,,views/staff_dim.view.lkml,38,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_dim:job_title,staff_dim,,job_title,dimension:derived,mechanical,Low,,views/staff_dim.view.lkml,23,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_event_timeline_fact:contact_fk,staff_event_timeline_fact,,contact_fk,dimension:column,mechanical,Low,,views/staff_event_timeline_fact.view.lkml,21,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_event_timeline_fact:contact_name,staff_event_timeline_fact,,contact_name,dimension:column,mechanical,Low,,views/staff_event_timeline_fact.view.lkml,28,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_event_timeline_fact:event_date_dim,staff_event_timeline_fact,,event_date_dim,dimension:column,mechanical,Low,,views/staff_event_timeline_fact.view.lkml,46,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_event_timeline_fact:event_hour_num,staff_event_timeline_fact,,event_hour_num,dimension:derived,mechanical,Low,,views/staff_event_timeline_fact.view.lkml,62,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_event_timeline_fact:event_pk,staff_event_timeline_fact,,event_pk,dimension:column,mechanical,Low,,views/staff_event_timeline_fact.view.lkml,12,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_event_timeline_fact:event_source,staff_event_timeline_fact,,event_source,dimension:html,redesign,High,html (Liquid) withheld; the dimension itself is still emitted,views/staff_event_timeline_fact.view.lkml,72,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_event_timeline_fact:event_summary,staff_event_timeline_fact,,event_summary,dimension:column,mechanical,Low,,views/staff_event_timeline_fact.view.lkml,108,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_event_timeline_fact:event_time_of_day_str,staff_event_timeline_fact,,event_time_of_day_str,dimension:derived,mechanical,Low,,views/staff_event_timeline_fact.view.lkml,54,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_event_timeline_fact:event_type,staff_event_timeline_fact,,event_type,dimension:column,mechanical,Low,,views/staff_event_timeline_fact.view.lkml,100,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_event_timeline_fact:event_url,staff_event_timeline_fact,,event_url,dimension:html,redesign,High,html (Liquid) withheld; the dimension itself is still emitted,views/staff_event_timeline_fact.view.lkml,116,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:activity_score_band,staff_weekly_engagement_fact,,activity_score_band,dimension:html,redesign,High,html (Liquid) withheld; the dimension itself is still emitted,views/staff_weekly_engagement_fact.view.lkml,320,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:activity_score_sort,staff_weekly_engagement_fact,,activity_score_sort,dimension:derived,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,348,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:avg_activity_score_pct,staff_weekly_engagement_fact,,avg_activity_score_pct,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,311,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:avg_corroboration_pct,staff_weekly_engagement_fact,,avg_corroboration_pct,dimension,assisted,Medium,"custom value_format '0.0\\""%\\""' not in mapping table",views/staff_weekly_engagement_fact.view.lkml,202,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:avg_evidenced_hrs,staff_weekly_engagement_fact,,avg_evidenced_hrs,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,164,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:avg_harvest_hrs,staff_weekly_engagement_fact,,avg_harvest_hrs,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,146,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:avg_harvest_utilisation_pct,staff_weekly_engagement_fact,,avg_harvest_utilisation_pct,dimension,assisted,Medium,"custom value_format '0.0\\""%\\""' not in mapping table",views/staff_weekly_engagement_fact.view.lkml,193,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:avg_meet_hrs,staff_weekly_engagement_fact,,avg_meet_hrs,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,182,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:avg_work_active_hours,staff_weekly_engagement_fact,,avg_work_active_hours,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,117,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:avg_work_active_hrs_pct,staff_weekly_engagement_fact,,avg_work_active_hrs_pct,dimension,assisted,Medium,"custom value_format '0.0\\""%\\""' not in mapping table",views/staff_weekly_engagement_fact.view.lkml,126,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:avg_work_end,staff_weekly_engagement_fact,,avg_work_end,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,100,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:avg_work_span_hrs,staff_weekly_engagement_fact,,avg_work_span_hrs,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,108,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:avg_work_start,staff_weekly_engagement_fact,,avg_work_start,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,92,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:contact_email,staff_weekly_engagement_fact,,contact_email,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,37,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:contact_fk,staff_weekly_engagement_fact,,contact_fk,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,20,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:contact_name,staff_weekly_engagement_fact,,contact_name,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,28,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:engagement_week_pk,staff_weekly_engagement_fact,,engagement_week_pk,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,11,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:is_current_week,staff_weekly_engagement_fact,,is_current_week,dimension:derived,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,64,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:is_delivery_staff,staff_weekly_engagement_fact,,is_delivery_staff,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,45,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:leave_days,staff_weekly_engagement_fact,,leave_days,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,82,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:total_commits,staff_weekly_engagement_fact,,total_commits,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,280,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:total_drive_creates,staff_weekly_engagement_fact,,total_drive_creates,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,231,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:total_drive_edits,staff_weekly_engagement_fact,,total_drive_edits,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,222,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:total_emails_sent,staff_weekly_engagement_fact,,total_emails_sent,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,240,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:total_evidenced_hrs,staff_weekly_engagement_fact,,total_evidenced_hrs,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,155,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:total_gemini_events,staff_weekly_engagement_fact,,total_gemini_events,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,258,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:total_gws_active_hours,staff_weekly_engagement_fact,,total_gws_active_hours,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,213,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:total_gws_chat_msgs,staff_weekly_engagement_fact,,total_gws_chat_msgs,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,249,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:total_harvest_hrs,staff_weekly_engagement_fact,,total_harvest_hrs,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,137,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:total_meet_hrs,staff_weekly_engagement_fact,,total_meet_hrs,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,173,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:total_prs_merged,staff_weekly_engagement_fact,,total_prs_merged,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,289,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:total_slack_msgs,staff_weekly_engagement_fact,,total_slack_msgs,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,269,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:wire_adoption_score,staff_weekly_engagement_fact,,wire_adoption_score,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,300,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:staff_weekly_engagement_fact:working_days,staff_weekly_engagement_fact,,working_days,dimension:column,mechanical,Low,,views/staff_weekly_engagement_fact.view.lkml,74,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:ae_revenue_target,targets,,ae_revenue_target,dimension:column,mechanical,Low,,views/targets.view.lkml,249,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:ae_target_hourly_rate,targets,,ae_target_hourly_rate,dimension:column,mechanical,Low,,views/targets.view.lkml,145,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:ae_target_hours,targets,,ae_target_hours,dimension:column,mechanical,Low,,views/targets.view.lkml,115,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:ceo_revenue_target,targets,,ceo_revenue_target,dimension:column,mechanical,Low,,views/targets.view.lkml,101,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:ceo_target_hourly_rate,targets,,ceo_target_hourly_rate,dimension:column,mechanical,Low,,views/targets.view.lkml,169,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:ceo_target_hours,targets,,ceo_target_hours,dimension:column,mechanical,Low,,views/targets.view.lkml,139,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:con_revenue_target,targets,,con_revenue_target,dimension:column,mechanical,Low,,views/targets.view.lkml,108,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:con_target_hourly_rate,targets,,con_target_hourly_rate,dimension:column,mechanical,Low,,views/targets.view.lkml,163,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:con_target_hours,targets,,con_target_hours,dimension:column,mechanical,Low,,views/targets.view.lkml,133,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:deals_closed_target,targets,,deals_closed_target,dimension:column,mechanical,Low,,views/targets.view.lkml,14,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:deals_target,targets,,deals_target,dimension:column,mechanical,Low,,views/targets.view.lkml,20,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:enps_target,targets,,enps_target,dimension:column,mechanical,Low,,views/targets.view.lkml,27,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:hr_survey_target,targets,,hr_survey_target,dimension:column,mechanical,Low,,views/targets.view.lkml,33,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:mqls_target,targets,,mqls_target,dimension:column,mechanical,Low,,views/targets.view.lkml,59,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:new_deals_target,targets,,new_deals_target,dimension:column,mechanical,Low,,views/targets.view.lkml,73,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:pk,targets,,pk,dimension:column,mechanical,Low,,views/targets.view.lkml,264,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:prn__target_hourly_rate,targets,,prn__target_hourly_rate,dimension:column,mechanical,Low,,views/targets.view.lkml,157,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:prn_revenue_target,targets,,prn_revenue_target,dimension:column,mechanical,Low,,views/targets.view.lkml,94,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:prn_target_hours,targets,,prn_target_hours,dimension:column,mechanical,Low,,views/targets.view.lkml,127,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:retained_earnings_target,targets,,retained_earnings_target,dimension:column,mechanical,Low,,views/targets.view.lkml,52,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:revenue_target,targets,,revenue_target,dimension:column,mechanical,Low,,views/targets.view.lkml,45,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:sae_revenue_target,targets,,sae_revenue_target,dimension:column,mechanical,Low,,views/targets.view.lkml,87,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:sae_target_hourly_rate,targets,,sae_target_hourly_rate,dimension:column,mechanical,Low,,views/targets.view.lkml,151,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:sae_target_hours,targets,,sae_target_hours,dimension:column,mechanical,Low,,views/targets.view.lkml,121,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:sqls_target,targets,,sqls_target,dimension:column,mechanical,Low,,views/targets.view.lkml,66,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:targets:won_deals_target,targets,,won_deals_target,dimension:column,mechanical,Low,,views/targets.view.lkml,80,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:team_revenue_targets:consultant_grade,team_revenue_targets,,consultant_grade,dimension:column,mechanical,Low,,views/team_revenue_targets.view.lkml,32,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:team_revenue_targets:consultant_hours_multiplier,team_revenue_targets,,consultant_hours_multiplier,dimension:column,mechanical,Low,,views/team_revenue_targets.view.lkml,36,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:team_revenue_targets:contact_name,team_revenue_targets,,contact_name,dimension:column,mechanical,Low,,views/team_revenue_targets.view.lkml,4,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:team_revenue_targets:pk,team_revenue_targets,,pk,dimension:derived,mechanical,Low,,views/team_revenue_targets.view.lkml,26,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:timesheet_project_costs_fact:company_pk,timesheet_project_costs_fact,,company_pk,dimension:column,mechanical,Low,,views/timesheet_project_costs_fact.view.lkml,16,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:timesheet_project_costs_fact:contact_pk,timesheet_project_costs_fact,,contact_pk,dimension:column,mechanical,Low,,views/timesheet_project_costs_fact.view.lkml,23,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:timesheet_project_costs_fact:expense_amount_gbp,timesheet_project_costs_fact,,expense_amount_gbp,dimension:derived,mechanical,Low,,views/timesheet_project_costs_fact.view.lkml,37,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:timesheet_project_costs_fact:expense_amount_local,timesheet_project_costs_fact,,expense_amount_local,dimension:column,mechanical,Low,,views/timesheet_project_costs_fact.view.lkml,30,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:timesheet_project_costs_fact:expense_category_name,timesheet_project_costs_fact,,expense_category_name,dimension:column,mechanical,Low,,views/timesheet_project_costs_fact.view.lkml,75,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:timesheet_project_costs_fact:expense_currency_code,timesheet_project_costs_fact,,expense_currency_code,dimension:column,mechanical,Low,,views/timesheet_project_costs_fact.view.lkml,97,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:timesheet_project_costs_fact:expense_is_billable,timesheet_project_costs_fact,,expense_is_billable,dimension:column,mechanical,Low,,views/timesheet_project_costs_fact.view.lkml,106,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:timesheet_project_costs_fact:expense_is_billed,timesheet_project_costs_fact,,expense_is_billed,dimension:column,mechanical,Low,,views/timesheet_project_costs_fact.view.lkml,113,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:timesheet_project_costs_fact:expense_is_locked,timesheet_project_costs_fact,,expense_is_locked,dimension:column,mechanical,Low,,views/timesheet_project_costs_fact.view.lkml,120,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:timesheet_project_costs_fact:expense_notes,timesheet_project_costs_fact,,expense_notes,dimension:column,mechanical,Low,,views/timesheet_project_costs_fact.view.lkml,127,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:timesheet_project_costs_fact:expense_pk,timesheet_project_costs_fact,,expense_pk,dimension:column,mechanical,Low,,views/timesheet_project_costs_fact.view.lkml,134,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
